X=-2.704 Y=102.504 Z=-77.057,X=0.583 Y=0.811 Z=-0.016,X=0.420 Y=0.750,
X=-2.704 Y=102.504 Z=-37.057,X=0.559 Y=0.835 Z=-0.016,X=0.420 Y=0.650,
X=-2.704 Y=102.504 Z=-17.057,X=0.559 Y=0.835 Z=-0.016,X=0.420 Y=0.601,
X=-0.810 Y=100.950 Z=-17.057,X=0.709 Y=0.709 Z=-0.016,X=0.436 Y=0.601,
X=-0.810 Y=100.950 Z=-37.057,X=0.709 Y=0.709 Z=-0.016,X=0.436 Y=0.650,
X=-0.810 Y=100.950 Z=-57.057,X=0.709 Y=0.709 Z=-0.016,X=0.436 Y=0.700,
X=-0.810 Y=100.950 Z=-77.057,X=0.732 Y=0.685 Z=-0.016,X=0.436 Y=0.750,
X=0.744 Y=99.056 Z=2.943,X=0.835 Y=0.559 Z=-0.016,X=0.451 Y=0.551,
X=1.899 Y=96.895 Z=22.943,X=0.906 Y=0.417 Z=-0.016,X=0.467 Y=0.502,
X=0.744 Y=99.056 Z=-17.057,X=0.835 Y=0.559 Z=-0.016,X=0.451 Y=0.601,
X=1.899 Y=96.895 Z=2.943,X=0.921 Y=0.378 Z=-0.008,X=0.467 Y=0.551,
X=2.611 Y=94.550 Z=22.943,X=0.976 Y=0.228 Z=-0.016,X=0.482 Y=0.502,
X=0.744 Y=99.056 Z=-37.057,X=0.835 Y=0.559 Z=-0.016,X=0.451 Y=0.650,
X=1.899 Y=96.895 Z=-17.057,X=0.921 Y=0.378 Z=-0.008,X=0.467 Y=0.601,
X=2.611 Y=94.550 Z=2.943,X=0.984 Y=0.197 Z=-0.016,X=0.482 Y=0.551,
X=2.851 Y=92.111 Z=22.943,X=1.000 Y=0.031 Z=-0.016,X=0.498 Y=0.502,
X=2.851 Y=92.111 Z=2.943,X=1.000 Y=-0.008 Z=-0.008,X=0.498 Y=0.551,
X=2.611 Y=94.550 Z=-17.057,X=0.984 Y=0.197 Z=-0.016,X=0.482 Y=0.601,
X=2.851 Y=92.111 Z=-17.057,X=1.000 Y=-0.008 Z=-0.008,X=0.498 Y=0.601,
X=1.899 Y=96.895 Z=-37.057,X=0.921 Y=0.378 Z=-0.008,X=0.467 Y=0.650,
X=2.611 Y=94.550 Z=-37.057,X=0.984 Y=0.197 Z=-0.016,X=0.482 Y=0.650,
X=2.851 Y=92.111 Z=-37.057,X=1.000 Y=-0.008 Z=-0.008,X=0.498 Y=0.650,
X=0.744 Y=99.056 Z=-57.057,X=0.835 Y=0.559 Z=-0.016,X=0.451 Y=0.700,
X=0.744 Y=99.056 Z=-77.057,X=0.850 Y=0.528 Z=-0.016,X=0.451 Y=0.750,
X=1.899 Y=96.895 Z=-57.057,X=0.921 Y=0.378 Z=-0.008,X=0.467 Y=0.700,
X=1.899 Y=96.895 Z=-77.057,X=0.937 Y=0.354 Z=-0.016,X=0.467 Y=0.750,
X=2.611 Y=94.550 Z=-57.057,X=0.984 Y=0.197 Z=-0.016,X=0.482 Y=0.700,
X=2.611 Y=94.550 Z=-77.057,X=0.984 Y=0.157 Z=-0.008,X=0.482 Y=0.750,
X=2.851 Y=92.111 Z=-57.057,X=1.000 Y=-0.008 Z=-0.008,X=0.498 Y=0.700,
X=2.851 Y=92.111 Z=-77.057,X=1.000 Y=-0.047 Z=-0.016,X=0.498 Y=0.750,
X=-76.319 Y=-98.235 Z=2.943,X=1.000 Y=-0.008 Z=-0.008,X=0.002 Y=0.551,
X=-76.559 Y=-100.673 Z=22.943,X=0.984 Y=-0.173 Z=-0.008,X=0.017 Y=0.502,
X=-76.319 Y=-98.235 Z=22.943,X=1.000 Y=0.031 Z=-0.016,X=0.002 Y=0.502,
X=-76.559 Y=-100.673 Z=2.943,X=0.976 Y=-0.205 Z=-0.008,X=0.017 Y=0.551,
X=-76.319 Y=-98.235 Z=-17.057,X=1.000 Y=-0.008 Z=-0.008,X=0.002 Y=0.601,
X=-77.270 Y=-103.018 Z=22.943,X=0.929 Y=-0.362 Z=-0.008,X=0.033 Y=0.502,
X=-76.559 Y=-100.673 Z=-17.057,X=0.976 Y=-0.205 Z=-0.008,X=0.017 Y=0.601,
X=-76.319 Y=-98.235 Z=-37.057,X=1.000 Y=-0.008 Z=-0.008,X=0.002 Y=0.650,
X=-77.270 Y=-103.018 Z=2.943,X=0.921 Y=-0.394 Z=-0.008,X=0.033 Y=0.551,
X=-78.425 Y=-105.179 Z=22.943,X=0.843 Y=-0.535 Z=-0.008,X=0.048 Y=0.502,
X=-76.559 Y=-100.673 Z=-37.057,X=0.976 Y=-0.205 Z=-0.008,X=0.017 Y=0.650,
X=-76.319 Y=-98.235 Z=-57.057,X=1.000 Y=-0.008 Z=-0.008,X=0.002 Y=0.700,
X=-77.270 Y=-103.018 Z=-17.057,X=0.921 Y=-0.394 Z=-0.008,X=0.033 Y=0.601,
X=-78.425 Y=-105.179 Z=2.943,X=0.827 Y=-0.567 Z=-0.008,X=0.048 Y=0.551,
X=-79.980 Y=-107.073 Z=22.943,X=0.724 Y=-0.693 Z=-0.008,X=0.064 Y=0.502,
X=-76.559 Y=-100.673 Z=-57.057,X=0.976 Y=-0.205 Z=-0.008,X=0.017 Y=0.700,
X=-76.319 Y=-98.235 Z=-77.057,X=1.000 Y=-0.047 Z=-0.016,X=0.002 Y=0.750,
X=-76.559 Y=-100.673 Z=-77.057,X=0.969 Y=-0.236 Z=-0.008,X=0.017 Y=0.750,
X=-79.980 Y=-107.073 Z=2.943,X=0.701 Y=-0.717 Z=-0.008,X=0.064 Y=0.551,
X=-81.874 Y=-108.628 Z=22.943,X=0.567 Y=-0.819 Z=0.000,X=0.079 Y=0.502,
X=-77.270 Y=-103.018 Z=-57.057,X=0.921 Y=-0.394 Z=-0.008,X=0.033 Y=0.700,
X=-77.270 Y=-103.018 Z=-77.057,X=0.906 Y=-0.425 Z=-0.008,X=0.033 Y=0.750,
X=-77.270 Y=-103.018 Z=-37.057,X=0.921 Y=-0.394 Z=-0.008,X=0.033 Y=0.650,
X=-78.425 Y=-105.179 Z=-57.057,X=0.827 Y=-0.567 Z=-0.008,X=0.048 Y=0.700,
X=-78.425 Y=-105.179 Z=-77.057,X=0.811 Y=-0.591 Z=-0.008,X=0.048 Y=0.750,
X=-78.425 Y=-105.179 Z=-37.057,X=0.827 Y=-0.567 Z=-0.008,X=0.048 Y=0.650,
X=-78.425 Y=-105.179 Z=-17.057,X=0.827 Y=-0.567 Z=-0.008,X=0.048 Y=0.601,
X=-79.980 Y=-107.073 Z=-17.057,X=0.701 Y=-0.717 Z=-0.008,X=0.064 Y=0.601,
X=-79.980 Y=-107.073 Z=-37.057,X=0.701 Y=-0.717 Z=-0.008,X=0.064 Y=0.650,
X=-79.980 Y=-107.073 Z=-57.057,X=0.701 Y=-0.717 Z=-0.008,X=0.064 Y=0.700,
X=-79.980 Y=-107.073 Z=-77.057,X=0.677 Y=-0.740 Z=-0.008,X=0.064 Y=0.750,
X=-81.874 Y=-108.628 Z=2.943,X=0.543 Y=-0.835 Z=0.000,X=0.079 Y=0.551,
X=-84.035 Y=-109.783 Z=22.943,X=0.402 Y=-0.913 Z=0.000,X=0.095 Y=0.502,
X=-81.874 Y=-108.628 Z=-17.057,X=0.543 Y=-0.835 Z=0.000,X=0.079 Y=0.601,
X=-84.035 Y=-109.783 Z=2.943,X=0.370 Y=-0.929 Z=0.000,X=0.095 Y=0.551,
X=-86.380 Y=-110.494 Z=22.943,X=0.213 Y=-0.976 Z=0.000,X=0.110 Y=0.502,
X=-81.874 Y=-108.628 Z=-37.057,X=0.543 Y=-0.835 Z=0.000,X=0.079 Y=0.650,
X=-84.035 Y=-109.783 Z=-17.057,X=0.370 Y=-0.929 Z=0.000,X=0.095 Y=0.601,
X=-86.380 Y=-110.494 Z=2.943,X=0.181 Y=-0.984 Z=0.000,X=0.110 Y=0.551,
X=-88.819 Y=-110.735 Z=22.943,X=0.016 Y=-1.000 Z=0.000,X=0.126 Y=0.502,
X=-81.874 Y=-108.628 Z=-57.057,X=0.543 Y=-0.835 Z=0.000,X=0.079 Y=0.700,
X=-81.874 Y=-108.628 Z=-77.057,X=0.520 Y=-0.858 Z=-0.008,X=0.079 Y=0.750,
X=-88.819 Y=-110.735 Z=2.943,X=0.000 Y=-1.000 Z=0.000,X=0.126 Y=0.551,
X=-91.257 Y=-110.494 Z=22.943,X=-0.165 Y=-0.984 Z=0.000,X=0.141 Y=0.502,
X=-84.035 Y=-109.783 Z=-57.057,X=0.370 Y=-0.929 Z=0.000,X=0.095 Y=0.700,
X=-84.035 Y=-109.783 Z=-77.057,X=0.339 Y=-0.937 Z=0.000,X=0.095 Y=0.750,
X=-84.035 Y=-109.783 Z=-37.057,X=0.370 Y=-0.929 Z=0.000,X=0.095 Y=0.650,
X=-86.380 Y=-110.494 Z=-57.057,X=0.181 Y=-0.984 Z=0.000,X=0.110 Y=0.700,
X=-86.380 Y=-110.494 Z=-77.057,X=0.150 Y=-0.992 Z=0.000,X=0.110 Y=0.750,
X=-86.380 Y=-110.494 Z=-37.057,X=0.181 Y=-0.984 Z=0.000,X=0.110 Y=0.650,
X=-86.380 Y=-110.494 Z=-17.057,X=0.181 Y=-0.984 Z=0.000,X=0.110 Y=0.601,
X=-88.819 Y=-110.735 Z=-17.057,X=0.000 Y=-1.000 Z=0.000,X=0.126 Y=0.601,
X=-88.819 Y=-110.735 Z=-37.057,X=0.000 Y=-1.000 Z=0.000,X=0.126 Y=0.650,
X=-88.819 Y=-110.735 Z=-57.057,X=0.000 Y=-1.000 Z=0.000,X=0.126 Y=0.700,
X=-88.819 Y=-110.735 Z=-77.057,X=-0.031 Y=-1.000 Z=0.000,X=0.126 Y=0.750,
X=-91.257 Y=-110.494 Z=2.943,X=-0.197 Y=-0.976 Z=0.000,X=0.141 Y=0.551,
X=-93.602 Y=-109.783 Z=22.943,X=-0.354 Y=-0.937 Z=0.000,X=0.157 Y=0.502,
X=-91.257 Y=-110.494 Z=-17.057,X=-0.197 Y=-0.976 Z=0.000,X=0.141 Y=0.601,
X=-93.602 Y=-109.783 Z=2.943,X=-0.386 Y=-0.921 Z=0.000,X=0.157 Y=0.551,
X=-95.763 Y=-108.628 Z=22.943,X=-0.528 Y=-0.850 Z=0.000,X=0.172 Y=0.502,
X=-91.257 Y=-110.494 Z=-37.057,X=-0.197 Y=-0.976 Z=0.000,X=0.141 Y=0.650,
X=-93.602 Y=-109.783 Z=-17.057,X=-0.386 Y=-0.921 Z=0.000,X=0.157 Y=0.601,
X=-95.763 Y=-108.628 Z=2.943,X=-0.559 Y=-0.827 Z=0.000,X=0.172 Y=0.551,
X=-97.658 Y=-107.073 Z=22.943,X=-0.685 Y=-0.732 Z=0.000,X=0.188 Y=0.502,
X=-91.257 Y=-110.494 Z=-57.057,X=-0.197 Y=-0.976 Z=0.000,X=0.141 Y=0.700,
X=-91.257 Y=-110.494 Z=-77.057,X=-0.228 Y=-0.976 Z=0.000,X=0.141 Y=0.750,
X=-97.658 Y=-107.073 Z=2.943,X=-0.709 Y=-0.709 Z=0.000,X=0.188 Y=0.551,
X=-99.212 Y=-105.179 Z=22.943,X=-0.811 Y=-0.583 Z=0.000,X=0.203 Y=0.502,
X=-93.602 Y=-109.783 Z=-57.057,X=-0.386 Y=-0.921 Z=0.000,X=0.157 Y=0.700,
X=-93.602 Y=-109.783 Z=-77.057,X=-0.417 Y=-0.906 Z=0.000,X=0.157 Y=0.750,
X=-93.602 Y=-109.783 Z=-37.057,X=-0.386 Y=-0.921 Z=0.000,X=0.157 Y=0.650,
X=-95.763 Y=-108.628 Z=-57.057,X=-0.559 Y=-0.827 Z=0.000,X=0.172 Y=0.700,
X=-95.763 Y=-108.628 Z=-77.057,X=-0.583 Y=-0.811 Z=0.000,X=0.172 Y=0.750,
X=-95.763 Y=-108.628 Z=-37.057,X=-0.559 Y=-0.827 Z=0.000,X=0.172 Y=0.650,
X=-95.763 Y=-108.628 Z=-17.057,X=-0.559 Y=-0.827 Z=0.000,X=0.172 Y=0.601,
X=-97.658 Y=-107.073 Z=-17.057,X=-0.709 Y=-0.709 Z=0.000,X=0.188 Y=0.601,
X=-97.658 Y=-107.073 Z=-37.057,X=-0.709 Y=-0.709 Z=0.000,X=0.188 Y=0.650,
X=-97.658 Y=-107.073 Z=-57.057,X=-0.709 Y=-0.709 Z=0.000,X=0.188 Y=0.700,
X=-97.658 Y=-107.073 Z=-77.057,X=-0.732 Y=-0.685 Z=0.000,X=0.188 Y=0.750,
X=-99.212 Y=-105.179 Z=2.943,X=-0.827 Y=-0.559 Z=0.000,X=0.203 Y=0.551,
X=-100.367 Y=-103.018 Z=22.943,X=-0.906 Y=-0.417 Z=0.000,X=0.219 Y=0.502,
X=-99.212 Y=-105.179 Z=-17.057,X=-0.827 Y=-0.559 Z=0.000,X=0.203 Y=0.601,
X=-100.367 Y=-103.018 Z=2.943,X=-0.921 Y=-0.386 Z=0.000,X=0.219 Y=0.551,
X=-101.078 Y=-100.673 Z=22.943,X=-0.976 Y=-0.228 Z=0.000,X=0.234 Y=0.502,
X=-99.212 Y=-105.179 Z=-37.057,X=-0.827 Y=-0.559 Z=0.000,X=0.203 Y=0.650,
X=-100.367 Y=-103.018 Z=-17.057,X=-0.921 Y=-0.386 Z=0.000,X=0.219 Y=0.601,
X=-101.078 Y=-100.673 Z=2.943,X=-0.976 Y=-0.197 Z=0.000,X=0.234 Y=0.551,
X=-101.319 Y=-98.235 Z=22.943,X=-1.000 Y=-0.031 Z=0.000,X=0.250 Y=0.502,
X=-99.212 Y=-105.179 Z=-57.057,X=-0.827 Y=-0.559 Z=0.000,X=0.203 Y=0.700,
X=-99.212 Y=-105.179 Z=-77.057,X=-0.850 Y=-0.528 Z=0.000,X=0.203 Y=0.750,
X=-101.319 Y=-98.235 Z=2.943,X=-1.000 Y=0.000 Z=0.000,X=0.250 Y=0.551,
X=-101.078 Y=-95.796 Z=22.943,X=-0.992 Y=0.150 Z=0.000,X=0.265 Y=0.502,
X=-100.367 Y=-103.018 Z=-57.057,X=-0.921 Y=-0.386 Z=0.000,X=0.219 Y=0.700,
X=-100.367 Y=-103.018 Z=-77.057,X=-0.937 Y=-0.354 Z=0.000,X=0.219 Y=0.750,
X=-100.367 Y=-103.018 Z=-37.057,X=-0.921 Y=-0.386 Z=0.000,X=0.219 Y=0.650,
X=-101.078 Y=-100.673 Z=-57.057,X=-0.976 Y=-0.197 Z=0.000,X=0.234 Y=0.700,
X=-101.078 Y=-100.673 Z=-77.057,X=-0.984 Y=-0.165 Z=0.000,X=0.234 Y=0.750,
X=-101.078 Y=-100.673 Z=-37.057,X=-0.976 Y=-0.197 Z=0.000,X=0.234 Y=0.650,
X=-101.078 Y=-100.673 Z=-17.057,X=-0.976 Y=-0.197 Z=0.000,X=0.234 Y=0.601,
X=-101.319 Y=-98.235 Z=-17.057,X=-1.000 Y=0.000 Z=0.000,X=0.250 Y=0.601,
X=-101.319 Y=-98.235 Z=-37.057,X=-1.000 Y=0.000 Z=0.000,X=0.250 Y=0.650,
X=-101.319 Y=-98.235 Z=-57.057,X=-1.000 Y=0.000 Z=0.000,X=0.250 Y=0.700,
X=-101.319 Y=-98.235 Z=-77.057,X=-1.000 Y=0.016 Z=0.000,X=0.250 Y=0.750,
X=-101.078 Y=-95.796 Z=2.943,X=-0.984 Y=0.181 Z=0.000,X=0.265 Y=0.551,
X=-100.367 Y=-93.451 Z=22.943,X=-0.937 Y=0.339 Z=0.000,X=0.281 Y=0.502,
X=-101.078 Y=-95.796 Z=-17.057,X=-0.984 Y=0.181 Z=0.000,X=0.265 Y=0.601,
X=-100.367 Y=-93.451 Z=2.943,X=-0.929 Y=0.370 Z=0.000,X=0.281 Y=0.551,
X=-99.212 Y=-91.290 Z=22.943,X=-0.858 Y=0.520 Z=-0.008,X=0.296 Y=0.502,
X=-101.078 Y=-95.796 Z=-37.057,X=-0.984 Y=0.181 Z=0.000,X=0.265 Y=0.650,
X=-100.367 Y=-93.451 Z=-17.057,X=-0.929 Y=0.370 Z=0.000,X=0.281 Y=0.601,
X=-99.212 Y=-91.290 Z=2.943,X=-0.835 Y=0.543 Z=0.000,X=0.296 Y=0.551,
X=-97.658 Y=-89.396 Z=22.943,X=-0.740 Y=0.677 Z=-0.008,X=0.312 Y=0.502,
X=-101.078 Y=-95.796 Z=-57.057,X=-0.984 Y=0.181 Z=0.000,X=0.265 Y=0.700,
X=-101.078 Y=-95.796 Z=-77.057,X=-0.976 Y=0.213 Z=0.000,X=0.265 Y=0.750,
X=-97.658 Y=-89.396 Z=2.943,X=-0.717 Y=0.701 Z=-0.008,X=0.312 Y=0.551,
X=-95.763 Y=-87.841 Z=22.943,X=-0.591 Y=0.811 Z=-0.008,X=0.327 Y=0.502,
X=-100.367 Y=-93.451 Z=-57.057,X=-0.929 Y=0.370 Z=0.000,X=0.281 Y=0.700,
X=-100.367 Y=-93.451 Z=-77.057,X=-0.913 Y=0.402 Z=0.000,X=0.281 Y=0.750,
X=-100.367 Y=-93.451 Z=-37.057,X=-0.929 Y=0.370 Z=0.000,X=0.281 Y=0.650,
X=-99.212 Y=-91.290 Z=-57.057,X=-0.835 Y=0.543 Z=0.000,X=0.296 Y=0.700,
X=-99.212 Y=-91.290 Z=-77.057,X=-0.819 Y=0.567 Z=0.000,X=0.296 Y=0.750,
X=-99.212 Y=-91.290 Z=-37.057,X=-0.835 Y=0.543 Z=0.000,X=0.296 Y=0.650,
X=-99.212 Y=-91.290 Z=-17.057,X=-0.835 Y=0.543 Z=0.000,X=0.296 Y=0.601,
X=-97.658 Y=-89.396 Z=-17.057,X=-0.717 Y=0.701 Z=-0.008,X=0.312 Y=0.601,
X=-97.658 Y=-89.396 Z=-37.057,X=-0.717 Y=0.701 Z=-0.008,X=0.312 Y=0.650,
X=-97.658 Y=-89.396 Z=-57.057,X=-0.717 Y=0.701 Z=-0.008,X=0.312 Y=0.700,
X=-97.658 Y=-89.396 Z=-77.057,X=-0.693 Y=0.724 Z=-0.008,X=0.312 Y=0.750,
X=-95.763 Y=-87.841 Z=2.943,X=-0.567 Y=0.827 Z=-0.008,X=0.327 Y=0.551,
X=-93.602 Y=-86.686 Z=22.943,X=-0.425 Y=0.906 Z=-0.008,X=0.343 Y=0.502,
X=-95.763 Y=-87.841 Z=-17.057,X=-0.567 Y=0.827 Z=-0.008,X=0.327 Y=0.601,
X=-93.602 Y=-86.686 Z=2.943,X=-0.394 Y=0.921 Z=-0.008,X=0.343 Y=0.551,
X=-91.257 Y=-85.975 Z=22.943,X=-0.236 Y=0.969 Z=-0.008,X=0.358 Y=0.502,
X=-95.763 Y=-87.841 Z=-37.057,X=-0.567 Y=0.827 Z=-0.008,X=0.327 Y=0.650,
X=-93.602 Y=-86.686 Z=-17.057,X=-0.394 Y=0.921 Z=-0.008,X=0.343 Y=0.601,
X=-91.257 Y=-85.975 Z=2.943,X=-0.205 Y=0.976 Z=-0.008,X=0.358 Y=0.551,
X=-88.819 Y=-85.735 Z=22.943,X=-0.047 Y=1.000 Z=-0.016,X=0.374 Y=0.502,
X=-95.763 Y=-87.841 Z=-57.057,X=-0.567 Y=0.827 Z=-0.008,X=0.327 Y=0.700,
X=-95.763 Y=-87.841 Z=-77.057,X=-0.535 Y=0.843 Z=-0.008,X=0.327 Y=0.750,
X=-88.819 Y=-85.735 Z=2.943,X=-0.008 Y=1.000 Z=-0.008,X=0.374 Y=0.551,
X=-86.380 Y=-85.975 Z=22.943,X=0.157 Y=0.984 Z=-0.008,X=0.389 Y=0.502,
X=-93.602 Y=-86.686 Z=-57.057,X=-0.394 Y=0.921 Z=-0.008,X=0.343 Y=0.700,
X=-93.602 Y=-86.686 Z=-77.057,X=-0.362 Y=0.929 Z=-0.008,X=0.343 Y=0.750,
X=-93.602 Y=-86.686 Z=-37.057,X=-0.394 Y=0.921 Z=-0.008,X=0.343 Y=0.650,
X=-91.257 Y=-85.975 Z=-57.057,X=-0.205 Y=0.976 Z=-0.008,X=0.358 Y=0.700,
X=-91.257 Y=-85.975 Z=-77.057,X=-0.173 Y=0.984 Z=-0.008,X=0.358 Y=0.750,
X=-91.257 Y=-85.975 Z=-37.057,X=-0.205 Y=0.976 Z=-0.008,X=0.358 Y=0.650,
X=-91.257 Y=-85.975 Z=-17.057,X=-0.205 Y=0.976 Z=-0.008,X=0.358 Y=0.601,
X=-88.819 Y=-85.735 Z=-17.057,X=-0.008 Y=1.000 Z=-0.008,X=0.374 Y=0.601,
X=-88.819 Y=-85.735 Z=-37.057,X=-0.008 Y=1.000 Z=-0.008,X=0.374 Y=0.650,
X=-88.819 Y=-85.735 Z=-57.057,X=-0.008 Y=1.000 Z=-0.008,X=0.374 Y=0.700,
X=-88.819 Y=-85.735 Z=-77.057,X=0.031 Y=1.000 Z=-0.016,X=0.374 Y=0.750,
X=-86.380 Y=-85.975 Z=2.943,X=0.197 Y=0.984 Z=-0.016,X=0.389 Y=0.551,
X=-84.035 Y=-86.686 Z=22.943,X=0.354 Y=0.937 Z=-0.016,X=0.405 Y=0.502,
X=-86.380 Y=-85.975 Z=-17.057,X=0.197 Y=0.984 Z=-0.016,X=0.389 Y=0.601,
X=-84.035 Y=-86.686 Z=2.943,X=0.378 Y=0.921 Z=-0.008,X=0.405 Y=0.551,
X=-81.874 Y=-87.841 Z=22.943,X=0.528 Y=0.850 Z=-0.016,X=0.420 Y=0.502,
X=-86.380 Y=-85.975 Z=-37.057,X=0.197 Y=0.984 Z=-0.016,X=0.389 Y=0.650,
X=-84.035 Y=-86.686 Z=-17.057,X=0.378 Y=0.921 Z=-0.008,X=0.405 Y=0.601,
X=-81.874 Y=-87.841 Z=2.943,X=0.559 Y=0.835 Z=-0.016,X=0.420 Y=0.551,
X=-79.980 Y=-89.396 Z=22.943,X=0.685 Y=0.732 Z=-0.016,X=0.436 Y=0.502,
X=-86.380 Y=-85.975 Z=-57.057,X=0.197 Y=0.984 Z=-0.016,X=0.389 Y=0.700,
X=-86.380 Y=-85.975 Z=-77.057,X=0.228 Y=0.976 Z=-0.016,X=0.389 Y=0.750,
X=-79.980 Y=-89.396 Z=2.943,X=0.709 Y=0.709 Z=-0.016,X=0.436 Y=0.551,
X=-78.425 Y=-91.290 Z=22.943,X=0.811 Y=0.583 Z=-0.016,X=0.451 Y=0.502,
X=-84.035 Y=-86.686 Z=-57.057,X=0.378 Y=0.921 Z=-0.008,X=0.405 Y=0.700,
X=-84.035 Y=-86.686 Z=-77.057,X=0.417 Y=0.906 Z=-0.016,X=0.405 Y=0.750,
X=-84.035 Y=-86.686 Z=-37.057,X=0.378 Y=0.921 Z=-0.008,X=0.405 Y=0.650,
X=-81.874 Y=-87.841 Z=-57.057,X=0.559 Y=0.835 Z=-0.016,X=0.420 Y=0.700,
X=-81.874 Y=-87.841 Z=-77.057,X=0.583 Y=0.811 Z=-0.016,X=0.420 Y=0.750,
X=-81.874 Y=-87.841 Z=-37.057,X=0.559 Y=0.835 Z=-0.016,X=0.420 Y=0.650,
X=-81.874 Y=-87.841 Z=-17.057,X=0.559 Y=0.835 Z=-0.016,X=0.420 Y=0.601,
X=-79.980 Y=-89.396 Z=-17.057,X=0.709 Y=0.709 Z=-0.016,X=0.436 Y=0.601,
X=-79.980 Y=-89.396 Z=-37.057,X=0.709 Y=0.709 Z=-0.016,X=0.436 Y=0.650,
X=-79.980 Y=-89.396 Z=-57.057,X=0.709 Y=0.709 Z=-0.016,X=0.436 Y=0.700,
X=-79.980 Y=-89.396 Z=-77.057,X=0.732 Y=0.685 Z=-0.016,X=0.436 Y=0.750,
X=-78.425 Y=-91.290 Z=2.943,X=0.835 Y=0.559 Z=-0.016,X=0.451 Y=0.551,
X=-77.270 Y=-93.451 Z=22.943,X=0.906 Y=0.417 Z=-0.016,X=0.467 Y=0.502,
X=-78.425 Y=-91.290 Z=-17.057,X=0.835 Y=0.559 Z=-0.016,X=0.451 Y=0.601,
X=-77.270 Y=-93.451 Z=2.943,X=0.921 Y=0.378 Z=-0.008,X=0.467 Y=0.551,
X=-76.559 Y=-95.796 Z=22.943,X=0.976 Y=0.228 Z=-0.016,X=0.482 Y=0.502,
X=-78.425 Y=-91.290 Z=-37.057,X=0.835 Y=0.559 Z=-0.016,X=0.451 Y=0.650,
X=-77.270 Y=-93.451 Z=-17.057,X=0.921 Y=0.378 Z=-0.008,X=0.467 Y=0.601,
X=-76.559 Y=-95.796 Z=2.943,X=0.984 Y=0.197 Z=-0.016,X=0.482 Y=0.551,
X=-76.319 Y=-98.235 Z=22.943,X=1.000 Y=0.031 Z=-0.016,X=0.498 Y=0.502,
X=-76.319 Y=-98.235 Z=2.943,X=1.000 Y=-0.008 Z=-0.008,X=0.498 Y=0.551,
X=-76.559 Y=-95.796 Z=-17.057,X=0.984 Y=0.197 Z=-0.016,X=0.482 Y=0.601,
X=-76.319 Y=-98.235 Z=-17.057,X=1.000 Y=-0.008 Z=-0.008,X=0.498 Y=0.601,
X=-77.270 Y=-93.451 Z=-37.057,X=0.921 Y=0.378 Z=-0.008,X=0.467 Y=0.650,
X=-76.559 Y=-95.796 Z=-37.057,X=0.984 Y=0.197 Z=-0.016,X=0.482 Y=0.650,
X=-76.319 Y=-98.235 Z=-37.057,X=1.000 Y=-0.008 Z=-0.008,X=0.498 Y=0.650,
X=-78.425 Y=-91.290 Z=-57.057,X=0.835 Y=0.559 Z=-0.016,X=0.451 Y=0.700,
X=-78.425 Y=-91.290 Z=-77.057,X=0.850 Y=0.528 Z=-0.016,X=0.451 Y=0.750,
X=-77.270 Y=-93.451 Z=-57.057,X=0.921 Y=0.378 Z=-0.008,X=0.467 Y=0.700,
X=-77.270 Y=-93.451 Z=-77.057,X=0.937 Y=0.354 Z=-0.016,X=0.467 Y=0.750,
X=-76.559 Y=-95.796 Z=-57.057,X=0.984 Y=0.197 Z=-0.016,X=0.482 Y=0.700,
X=-76.559 Y=-95.796 Z=-77.057,X=0.984 Y=0.157 Z=-0.008,X=0.482 Y=0.750,
X=-76.319 Y=-98.235 Z=-57.057,X=1.000 Y=-0.008 Z=-0.008,X=0.498 Y=0.700,
X=-76.319 Y=-98.235 Z=-77.057,X=1.000 Y=-0.047 Z=-0.016,X=0.498 Y=0.750,
X=-76.319 Y=58.423 Z=2.943,X=1.000 Y=-0.008 Z=-0.008,X=0.002 Y=0.551,
X=-76.559 Y=55.984 Z=22.943,X=0.984 Y=-0.173 Z=-0.008,X=0.017 Y=0.502,
X=-76.319 Y=58.423 Z=22.943,X=1.000 Y=0.031 Z=-0.016,X=0.002 Y=0.502,
X=-76.559 Y=55.984 Z=2.943,X=0.976 Y=-0.205 Z=-0.008,X=0.017 Y=0.551,
X=-76.319 Y=58.423 Z=-17.057,X=1.000 Y=-0.008 Z=-0.008,X=0.002 Y=0.601,
X=-77.270 Y=53.640 Z=22.943,X=0.929 Y=-0.362 Z=-0.008,X=0.033 Y=0.502,
X=-76.559 Y=55.984 Z=-17.057,X=0.976 Y=-0.205 Z=-0.008,X=0.017 Y=0.601,
X=-76.319 Y=58.423 Z=-37.057,X=1.000 Y=-0.008 Z=-0.008,X=0.002 Y=0.650,
X=-77.270 Y=53.640 Z=2.943,X=0.921 Y=-0.394 Z=-0.008,X=0.033 Y=0.551,
X=-78.425 Y=51.479 Z=22.943,X=0.843 Y=-0.535 Z=-0.008,X=0.048 Y=0.502,
X=-76.559 Y=55.984 Z=-37.057,X=0.976 Y=-0.205 Z=-0.008,X=0.017 Y=0.650,
X=-76.319 Y=58.423 Z=-57.057,X=1.000 Y=-0.008 Z=-0.008,X=0.002 Y=0.700,
X=-77.270 Y=53.640 Z=-17.057,X=0.921 Y=-0.394 Z=-0.008,X=0.033 Y=0.601,
